Series ID,Year,Period,Label,Value
LASST450000000000004,2023,M04,2023 Apr,70923
LASST450000000000004,2023,M05,2023 May,69850
LASST450000000000004,2023,M06,2023 Jun,69189
LASST450000000000004,2023,M07,2023 Jul,69547
LASST450000000000004,2023,M08,2023 Aug,70907
LASST450000000000004,2023,M09,2023 Sep,72805
LASST450000000000004,2023,M10,2023 Oct,74511
LASST450000000000004,2023,M11,2023 Nov,74957
LASST450000000000004,2023,M12,2023 Dec,74873
LASST450000000000004,2024,M01,2024 Jan,75325
LASST450000000000004,2024,M02,2024 Feb,76424
LASST450000000000004,2024,M03,2024 Mar,77948
LASST450000000000004,2024,M04,2024 Apr,79782
LASST450000000000004,2024,M05,2024 May,83589
LASST450000000000004,2024,M06,2024 Jun,89718
LASST450000000000004,2024,M07,2024 Jul,97764
LASST450000000000004,2024,M08,2024 Aug,107891
LASST450000000000004,2024,M09,2024 Sep,113975
LASST450000000000004,2024,M10,2024 Oct,118097
LASST450000000000004,2024,M11,2024 Nov,121482
LASST450000000000004,2024,M12,2024 Dec,119485
