Series ID,Year,Period,Label,Value
LASST450000000000006,2023,M11,2023 Nov,2470891
LASST450000000000006,2023,M12,2023 Dec,2470300
LASST450000000000006,2024,M01,2024 Jan,2471839
LASST450000000000006,2024,M02,2024 Feb,2472619
LASST450000000000006,2024,M03,2024 Mar,2477588
LASST450000000000006,2024,M04,2024 Apr,2484299
LASST450000000000006,2024,M05,2024 May,2490101
LASST450000000000006,2024,M06,2024 Jun,2499877
LASST450000000000006,2024,M07,2024 Jul,2512922
LASST450000000000006,2024,M08,2024 Aug,2522515
LASST450000000000006,2024,M09,2024 Sep,2527275
LASST450000000000006,2024,M10,2024 Oct,2531262
LASST450000000000006,2024,M11,2024 Nov,2534071
LASST450000000000006,2024,M12,2024 Dec,2536654
