Date, Open, High, Low, Close
10/03/22, 552.56, 584.45, 584.45, 584.45
09/30/22, 557.60, 552.56, 552.56, 552.56
09/29/22, 558.34, 557.60, 557.60, 557.60
09/28/22, 534.79, 558.34, 558.34, 558.34
09/27/22, 528.64, 534.79, 534.79, 534.79
09/26/22, 542.61, 528.64, 528.64, 528.64
09/23/22, 581.88, 542.61, 542.61, 542.61
09/22/22, 584.21, 581.88, 581.88, 581.88
09/21/22, 592.89, 584.21, 584.21, 584.21
09/20/22, 596.73, 592.89, 592.89, 592.89
09/19/22, 596.27, 596.73, 596.73, 596.73
09/16/22, 609.47, 596.27, 596.27, 596.27
09/15/22, 625.34, 609.47, 609.47, 609.47
09/14/22, 608.02, 625.34, 625.34, 625.34
09/13/22, 623.30, 608.02, 608.02, 608.02
09/12/22, 612.19, 623.30, 623.30, 623.30
09/09/22, 597.95, 612.19, 612.19, 612.19
09/08/22, 595.00, 597.95, 597.95, 597.95
