Date, Open, High, Low, Close
11/20/24, 726.47, 731.95, 731.95, 731.95
11/19/24, 724.80, 724.73, 724.73, 724.73
11/18/24, 725.79, 729.64, 729.64, 729.64
11/15/24, 723.17, 722.04, 722.04, 722.04
11/14/24, 725.25, 724.49, 724.49, 724.49
11/13/24, 719.39, 723.47, 723.47, 723.47
11/12/24, 722.13, 717.46, 717.46, 717.46
11/11/24, 718.17, 720.79, 720.79, 720.79
11/08/24, 713.34, 717.87, 717.87, 717.87
11/07/24, 715.94, 714.70, 714.70, 714.70
11/06/24, 712.30, 717.29, 717.29, 717.29
11/05/24, 692.17, 692.79, 692.79, 692.79
11/04/24, 680.63, 688.87, 688.87, 688.87
11/01/24, 691.33, 676.20, 676.20, 676.20
10/31/24, 681.25, 681.25, 681.25, 681.25
10/30/24, 677.95, 676.78, 676.78, 676.78
10/29/24, 684.88, 676.53, 676.53, 676.53
10/28/24, 676.26, 686.41, 686.41, 686.41
10/25/24, 693.82, 690.91, 690.91, 690.91
10/24/24, 692.58, 690.49, 690.49, 690.49
10/23/24, 692.56, 691.83, 691.83, 691.83
10/22/24, 696.88, 695.16, 695.16, 695.16
10/21/24, 700.84, 693.77, 693.77, 693.77
10/18/24, 698.11, 695.26, 695.26, 695.26
10/17/24, 695.49, 697.73, 697.73, 697.73
10/16/24, 695.34, 694.68, 694.68, 694.68
10/15/24, 696.89, 691.70, 691.70, 691.70
10/14/24, 709.55, 713.40, 713.40, 713.40
10/11/24, 708.97, 714.08, 714.08, 714.08
10/10/24, 709.45, 710.65, 710.65, 710.65
10/09/24, 697.02, 705.05, 705.05, 705.05
10/08/24, 711.55, 701.53, 701.53, 701.53
10/07/24, 719.74, 720.50, 720.50, 720.50
10/04/24, 716.01, 717.98, 717.98, 717.98
10/03/24, 701.19, 710.40, 710.40, 710.40
10/02/24, 701.23, 699.34, 699.34, 699.34
10/01/24, 670.67, 691.59, 691.59, 691.59
09/30/24, 669.92, 676.47, 676.47, 676.47
09/27/24, 661.29, 670.92, 670.92, 670.92
09/26/24, 657.97, 657.03, 657.03, 657.03
09/25/24, 681.38, 670.41, 670.41, 670.41
09/24/24, 690.89, 683.38, 683.38, 683.38
09/23/24, 677.48, 685.35, 685.35, 685.35
09/20/24, 676.19, 676.50, 676.50, 676.50
09/19/24, 680.89, 678.74, 678.74, 678.74
09/18/24, 668.65, 670.56, 670.56, 670.56
09/17/24, 659.90, 668.88, 668.88, 668.88
09/16/24, 657.61, 659.59, 659.59, 659.59
09/13/24, 650.20, 651.79, 651.79, 651.79
09/12/24, 644.07, 649.07, 649.07, 649.07
09/11/24, 648.43, 643.01, 643.01, 643.01
09/10/24, 662.90, 649.02, 649.02, 649.02
09/09/24, 657.46, 661.73, 661.73, 661.73
09/06/24, 665.32, 656.67, 656.67, 656.67
09/05/24, 674.52, 664.42, 664.42, 664.42
09/04/24, 680.12, 669.50, 669.50, 669.50
09/03/24, 684.91, 679.11, 679.11, 679.11
08/30/24, 688.01, 695.86, 695.86, 695.86
08/29/24, 689.07, 694.02, 694.02, 694.02
08/28/24, 687.15, 685.41, 685.41, 685.41
08/27/24, 696.71, 690.02, 690.02, 690.02
08/26/24, 695.80, 696.48, 696.48, 696.48
08/23/24, 682.12, 688.81, 688.81, 688.81
08/22/24, 676.77, 678.76, 678.76, 678.76
08/21/24, 680.22, 676.62, 676.62, 676.62
08/20/24, 694.49, 676.68, 676.68, 676.68
08/19/24, 693.25, 695.13, 695.13, 695.13
08/16/24, 688.86, 692.25, 692.25, 692.25
08/15/24, 689.01, 693.22, 693.22, 693.22
08/14/24, 684.20, 687.28, 687.28, 687.28
08/13/24, 684.45, 682.75, 682.75, 682.75
08/12/24, 688.02, 689.76, 689.76, 689.76
08/09/24, 683.98, 686.40, 686.40, 686.40
08/08/24, 672.84, 684.46, 684.46, 684.46
08/07/24, 673.67, 670.56, 670.56, 670.56
08/06/24, 665.43, 667.46, 667.46, 667.46
08/05/24, 666.46, 664.78, 664.78, 664.78
08/02/24, 688.71, 678.47, 678.47, 678.47
08/01/24, 710.18, 694.15, 694.15, 694.15
07/31/24, 717.91, 712.42, 712.42, 712.42
07/30/24, 699.66, 709.46, 709.46, 709.46
07/29/24, 705.65, 698.68, 698.68, 698.68
07/26/24, 702.10, 704.80, 704.80, 704.80
07/25/24, 691.91, 702.29, 702.29, 702.29
07/24/24, 692.67, 692.10, 692.10, 692.10
07/23/24, 699.47, 690.56, 690.56, 690.56
07/22/24, 702.75, 701.44, 701.44, 701.44
07/19/24, 716.72, 706.51, 706.51, 706.51
07/18/24, 713.97, 715.75, 715.75, 715.75
07/17/24, 709.18, 713.37, 713.37, 713.37
07/16/24, 699.33, 705.72, 705.72, 705.72
07/15/24, 696.70, 703.28, 703.28, 703.28
07/12/24, 694.86, 692.49, 692.49, 692.49
07/11/24, 682.65, 690.98, 690.98, 690.98
07/10/24, 677.42, 683.77, 683.77, 683.77
07/09/24, 681.10, 678.86, 678.86, 678.86
07/08/24, 685.16, 685.32, 685.32, 685.32
07/05/24, 699.18, 689.38, 689.38, 689.38
07/03/24, 697.52, 700.04, 700.04, 700.04
07/02/24, 701.10, 696.95, 696.95, 696.95
07/01/24, 700.51, 698.36, 698.36, 698.36
06/28/24, 700.76, 698.23, 698.23, 698.23
06/27/24, 696.62, 695.32, 695.32, 695.32
06/26/24, 699.69, 693.60, 693.60, 693.60
06/25/24, 697.58, 699.60, 699.60, 699.60
06/24/24, 682.15, 698.61, 698.61, 698.61
06/21/24, 686.76, 680.02, 680.02, 680.02
06/20/24, 672.67, 684.65, 684.65, 684.65
06/18/24, 672.33, 672.18, 672.18, 672.18
06/17/24, 667.24, 669.07, 669.07, 669.07
06/14/24, 672.34, 667.58, 667.58, 667.58
06/13/24, 677.69, 673.14, 673.14, 673.14
06/12/24, 691.85, 679.16, 679.16, 679.16
06/11/24, 684.63, 686.66, 686.66, 686.66
06/10/24, 685.07, 688.31, 688.31, 688.31
06/07/24, 684.91, 683.43, 683.43, 683.43
06/06/24, 680.49, 686.66, 686.66, 686.66
06/05/24, 683.08, 682.88, 682.88, 682.88
06/04/24, 682.16, 682.94, 682.94, 682.94
06/03/24, 707.50, 689.64, 689.64, 689.64
05/31/24, 691.73, 708.04, 708.04, 708.04
05/30/24, 688.10, 690.87, 690.87, 690.87
05/29/24, 700.54, 689.20, 689.20, 689.20
05/28/24, 695.84, 701.55, 701.55, 701.55
05/24/24, 697.50, 694.07, 694.07, 694.07
05/23/24, 701.95, 693.15, 693.15, 693.15
05/22/24, 710.62, 700.32, 700.32, 700.32
05/21/24, 715.67, 713.38, 713.38, 713.38
05/20/24, 722.05, 717.03, 717.03, 717.03
05/17/24, 714.82, 721.66, 721.66, 721.66
05/16/24, 712.77, 711.94, 711.94, 711.94
05/15/24, 712.97, 714.93, 714.93, 714.93
05/14/24, 711.86, 713.85, 713.85, 713.85
05/13/24, 718.95, 714.81, 714.81, 714.81
05/10/24, 721.39, 716.44, 716.44, 716.44
05/09/24, 711.43, 720.42, 720.42, 720.42
05/08/24, 707.95, 710.73, 710.73, 710.73
05/07/24, 713.43, 711.59, 711.59, 711.59
05/06/24, 710.14, 712.57, 712.57, 712.57
05/03/24, 707.70, 706.80, 706.80, 706.80
05/02/24, 707.09, 707.13, 707.13, 707.13
05/01/24, 712.90, 703.53, 703.53, 703.53
04/30/24, 733.75, 714.95, 714.95, 714.95
04/29/24, 729.82, 736.23, 736.23, 736.23
04/26/24, 731.38, 731.34, 731.34, 731.34
04/25/24, 736.19, 738.85, 738.85, 738.85
04/24/24, 731.43, 735.21, 735.21, 735.21
04/23/24, 728.73, 734.45, 734.45, 734.45
04/22/24, 724.27, 730.61, 730.61, 730.61
04/19/24, 719.95, 725.99, 725.99, 725.99
04/18/24, 721.73, 717.95, 717.95, 717.95
04/17/24, 721.91, 719.56, 719.56, 719.56
04/16/24, 727.01, 722.02, 722.02, 722.02
04/15/24, 738.83, 728.34, 728.34, 728.34
04/12/24, 751.71, 734.96, 734.96, 734.96
04/11/24, 750.42, 746.47, 746.47, 746.47
04/10/24, 744.46, 747.94, 747.94, 747.94
04/09/24, 746.45, 745.11, 745.11, 745.11
04/08/24, 749.26, 744.69, 744.69, 744.69
04/05/24, 744.41, 749.39, 749.39, 749.39
04/04/24, 743.39, 741.34, 741.34, 741.34
04/03/24, 739.42, 741.76, 741.76, 741.76
04/02/24, 731.14, 736.90, 736.90, 736.90
04/01/24, 722.89, 726.95, 726.95, 726.95
03/28/24, 717.50, 721.24, 721.24, 721.24
03/27/24, 705.19, 713.36, 713.36, 713.36
03/26/24, 712.73, 706.69, 706.69, 706.69
03/25/24, 708.65, 712.08, 712.08, 712.08
03/22/24, 707.58, 705.67, 705.67, 705.67
03/21/24, 703.81, 707.12, 707.12, 707.12
03/20/24, 701.30, 703.32, 703.32, 703.32
03/19/24, 696.41, 703.95, 703.95, 703.95
03/18/24, 696.94, 696.43, 696.43, 696.43
03/15/24, 690.04, 693.48, 693.48, 693.48
03/14/24, 686.69, 691.90, 691.90, 691.90
03/13/24, 681.17, 684.35, 684.35, 684.35
03/12/24, 675.15, 674.11, 674.11, 674.11
03/11/24, 667.28, 675.18, 675.18, 675.18
03/08/24, 664.75, 668.50, 668.50, 668.50
03/07/24, 661.02, 665.91, 665.91, 665.91
03/06/24, 662.84, 660.77, 660.77, 660.77
03/05/24, 652.99, 658.51, 658.51, 658.51
03/04/24, 660.74, 653.65, 653.65, 653.65
03/01/24, 658.44, 660.81, 660.81, 660.81
02/29/24, 651.82, 653.14, 653.14, 653.14
02/28/24, 651.62, 650.33, 650.33, 650.33
02/27/24, 656.70, 651.63, 651.63, 651.63
02/26/24, 651.32, 654.45, 654.45, 654.45
02/23/24, 651.67, 652.35, 652.35, 652.35
02/22/24, 651.92, 656.15, 656.15, 656.15
02/21/24, 645.33, 655.35, 655.35, 655.35
02/20/24, 649.60, 643.40, 643.40, 643.40
02/16/24, 651.33, 649.59, 649.59, 649.59
02/15/24, 632.13, 649.74, 649.74, 649.74
02/14/24, 636.96, 634.03, 634.03, 634.03
02/13/24, 642.39, 635.13, 635.13, 635.13
02/12/24, 637.65, 642.49, 642.49, 642.49
02/09/24, 646.07, 635.81, 635.81, 635.81
02/08/24, 638.76, 645.90, 645.90, 645.90
02/07/24, 638.97, 638.95, 638.95, 638.95
02/06/24, 637.01, 637.90, 637.90, 637.90
02/05/24, 635.24, 635.86, 635.86, 635.86
02/02/24, 641.17, 637.35, 637.35, 637.35
02/01/24, 640.04, 636.32, 636.32, 636.32
01/31/24, 648.57, 636.73, 636.73, 636.73
01/30/24, 637.93, 649.04, 649.04, 649.04
01/29/24, 642.98, 642.53, 642.53, 642.53
01/26/24, 638.31, 643.85, 643.85, 643.85
01/25/24, 629.57, 638.97, 638.97, 638.97
01/24/24, 618.55, 625.02, 625.02, 625.02
01/23/24, 612.79, 616.19, 616.19, 616.19
01/22/24, 610.72, 614.12, 614.12, 614.12
01/19/24, 609.89, 612.33, 612.33, 612.33
01/18/24, 611.08, 610.09, 610.09, 610.09
01/17/24, 609.46, 611.42, 611.42, 611.42
01/16/24, 630.09, 616.60, 616.60, 616.60
01/12/24, 634.58, 631.77, 631.77, 631.77
01/11/24, 626.20, 623.93, 623.93, 623.93
01/10/24, 629.14, 622.93, 622.93, 622.93
01/09/24, 639.94, 629.29, 629.29, 629.29
01/08/24, 635.92, 639.69, 639.69, 639.69
01/05/24, 651.67, 647.23, 647.23, 647.23
01/04/24, 660.74, 646.81, 646.81, 646.81
01/03/24, 647.50, 657.50, 657.50, 657.50
01/02/24, 642.44, 647.67, 647.67, 647.67
12/29/23, 643.11, 640.05, 640.05, 640.05
12/28/23, 647.99, 641.58, 641.58, 641.58
12/27/23, 653.35, 651.12, 651.12, 651.12
12/26/23, 654.06, 654.57, 654.57, 654.57
12/22/23, 650.16, 648.91, 648.91, 648.91
12/21/23, 646.04, 647.26, 647.26, 647.26
12/20/23, 652.52, 644.74, 644.74, 644.74
12/19/23, 644.64, 651.04, 651.04, 651.04
12/18/23, 648.50, 643.17, 643.17, 643.17
12/15/23, 635.67, 638.29, 638.29, 638.29
12/14/23, 628.39, 641.58, 641.58, 641.58
12/13/23, 615.83, 623.23, 623.23, 623.23
12/12/23, 617.67, 615.54, 615.54, 615.54
12/11/23, 623.25, 623.99, 623.99, 623.99
12/08/23, 620.06, 623.22, 623.22, 623.22
12/07/23, 623.74, 616.35, 616.35, 616.35
12/06/23, 626.32, 620.13, 620.13, 620.13
12/05/23, 641.57, 630.48, 630.48, 630.48
12/04/23, 640.97, 641.40, 641.40, 641.40
12/01/23, 639.99, 644.36, 644.36, 644.36
11/30/23, 642.37, 641.28, 641.28, 641.28
11/29/23, 645.91, 637.21, 637.21, 637.21
11/28/23, 644.41, 642.89, 642.89, 642.89
11/27/23, 642.49, 642.52, 642.52, 642.52
11/24/23, 642.46, 645.08, 645.08, 645.08
11/22/23, 630.07, 642.21, 642.21, 642.21
11/21/23, 641.89, 642.91, 642.91, 642.91
11/20/23, 646.18, 644.25, 644.25, 644.25
11/17/23, 635.60, 643.50, 643.50, 643.50
11/16/23, 636.81, 630.13, 630.13, 630.13
11/15/23, 644.07, 643.71, 643.71, 643.71
11/14/23, 643.58, 645.88, 645.88, 645.88
11/13/23, 638.56, 642.39, 642.39, 642.39
11/10/23, 636.71, 637.88, 637.88, 637.88
11/09/23, 635.15, 631.14, 631.14, 631.14
11/08/23, 638.00, 632.87, 632.87, 632.87
11/07/23, 646.17, 640.68, 640.68, 640.68
11/06/23, 666.65, 655.32, 655.32, 655.32
11/03/23, 668.59, 663.24, 663.24, 663.24
11/02/23, 650.75, 670.03, 670.03, 670.03
11/01/23, 654.91, 649.85, 649.85, 649.85
10/31/23, 650.55, 652.01, 652.01, 652.01
10/30/23, 650.77, 650.56, 650.56, 650.56
10/27/23, 661.86, 648.58, 648.58, 648.58
10/26/23, 669.21, 663.88, 663.88, 663.88
10/25/23, 670.27, 669.21, 669.21, 669.21
10/24/23, 679.91, 670.27, 670.27, 670.27
10/23/23, 691.10, 679.91, 679.91, 679.91
10/20/23, 703.32, 691.10, 691.10, 691.10
10/19/23, 704.21, 703.32, 703.32, 703.32
10/18/23, 697.70, 704.21, 704.21, 704.21
10/17/23, 690.94, 697.70, 697.70, 697.70
10/16/23, 686.44, 690.94, 690.94, 690.94
10/13/23, 671.31, 686.44, 686.44, 686.44
10/12/23, 670.72, 671.31, 671.31, 671.31
10/11/23, 679.89, 670.72, 670.72, 670.72
10/10/23, 680.01, 679.89, 679.89, 679.89
10/09/23, 656.79, 680.01, 680.01, 680.01
10/06/23, 654.09, 656.79, 656.79, 656.79
10/05/23, 657.91, 654.09, 654.09, 654.09
10/04/23, 680.80, 657.91, 657.91, 657.91
10/03/23, 680.95, 680.80, 680.80, 680.80
10/02/23, 694.19, 680.95, 680.95, 680.95
09/29/23, 708.16, 694.19, 694.19, 694.19
09/28/23, 708.08, 708.16, 708.16, 708.16
09/27/23, 690.76, 708.08, 708.08, 708.08
09/26/23, 694.25, 690.76, 690.76, 690.76
09/25/23, 685.48, 694.25, 694.25, 694.25
09/22/23, 684.42, 685.48, 685.48, 685.48
09/21/23, 694.06, 684.42, 684.42, 684.42
09/20/23, 700.75, 694.06, 694.06, 694.06
09/19/23, 706.64, 700.75, 700.75, 700.75
09/18/23, 701.84, 706.64, 706.64, 706.64
09/15/23, 711.19, 701.84, 701.84, 701.84
09/14/23, 702.32, 711.19, 711.19, 711.19
09/13/23, 707.71, 702.32, 702.32, 702.32
09/12/23, 691.75, 707.71, 707.71, 707.71
09/11/23, 700.97, 691.75, 691.75, 691.75
09/08/23, 694.25, 700.97, 700.97, 700.97
09/07/23, 695.76, 694.25, 694.25, 694.25
09/06/23, 694.76, 695.76, 695.76, 695.76
09/05/23, 691.39, 694.76, 694.76, 694.76
09/01/23, 677.49, 691.39, 691.39, 691.39
08/31/23, 676.45, 677.49, 677.49, 677.49
08/30/23, 673.02, 676.45, 676.45, 676.45
08/29/23, 671.02, 673.02, 673.02, 673.02
08/28/23, 666.18, 671.02, 671.02, 671.02
08/25/23, 659.12, 666.18, 666.18, 666.18
08/24/23, 664.05, 659.12, 659.12, 659.12
08/23/23, 666.07, 664.05, 664.05, 664.05
08/22/23, 671.21, 666.07, 666.07, 666.07
08/21/23, 675.43, 671.21, 671.21, 671.21
08/18/23, 669.15, 675.43, 675.43, 675.43
08/17/23, 661.80, 669.15, 669.15, 669.15
08/16/23, 667.84, 661.80, 661.80, 661.80
08/15/23, 684.56, 667.84, 667.84, 667.84
08/14/23, 686.84, 684.56, 684.56, 684.56
08/11/23, 676.29, 686.84, 686.84, 686.84
08/10/23, 675.77, 676.29, 676.29, 676.29
08/09/23, 667.60, 675.77, 675.77, 675.77
08/08/23, 664.37, 667.60, 667.60, 667.60
08/07/23, 663.38, 664.37, 664.37, 664.37
08/04/23, 663.21, 663.38, 663.38, 663.38
08/03/23, 656.96, 663.21, 663.21, 663.21
08/02/23, 665.88, 656.96, 656.96, 656.96
08/01/23, 668.98, 665.88, 665.88, 665.88
07/31/23, 655.86, 668.98, 668.98, 668.98
07/28/23, 655.25, 655.86, 655.86, 655.86
07/27/23, 658.83, 655.25, 655.25, 655.25
07/26/23, 659.42, 658.83, 658.83, 658.83
07/25/23, 655.70, 659.42, 659.42, 659.42
07/24/23, 645.00, 655.70, 655.70, 655.70
07/21/23, 639.80, 645.00, 645.00, 645.00
07/20/23, 631.64, 639.80, 639.80, 639.80
07/19/23, 628.35, 631.64, 631.64, 631.64
07/18/23, 622.26, 628.35, 628.35, 628.35
07/17/23, 623.02, 622.26, 622.26, 622.26
07/14/23, 640.65, 623.02, 623.02, 623.02
07/13/23, 643.57, 640.65, 640.65, 640.65
07/12/23, 637.81, 643.57, 643.57, 643.57
07/11/23, 624.08, 637.81, 637.81, 637.81
07/10/23, 619.40, 624.08, 624.08, 624.08
07/07/23, 606.87, 619.40, 619.40, 619.40
07/06/23, 622.11, 606.87, 606.87, 606.87
07/05/23, 625.50, 622.11, 622.11, 622.11
07/03/23, 623.56, 625.50, 625.50, 625.50
06/30/23, 619.71, 623.56, 623.56, 623.56
06/29/23, 612.90, 619.71, 619.71, 619.71
06/28/23, 606.74, 612.90, 612.90, 612.90
06/27/23, 605.37, 606.74, 606.74, 606.74
06/26/23, 595.17, 605.37, 605.37, 605.37
06/23/23, 599.93, 595.17, 595.17, 595.17
06/22/23, 607.85, 599.93, 599.93, 599.93
06/21/23, 602.31, 607.85, 607.85, 607.85
06/20/23, 616.43, 602.31, 602.31, 602.31
06/16/23, 617.10, 616.43, 616.43, 616.43
06/15/23, 610.77, 617.10, 617.10, 617.10
06/14/23, 617.67, 610.77, 610.77, 610.77
06/13/23, 614.80, 617.67, 617.67, 617.67
06/12/23, 620.82, 614.80, 614.80, 614.80
06/09/23, 624.43, 620.82, 620.82, 620.82
06/08/23, 627.22, 624.43, 624.43, 624.43
06/07/23, 611.05, 627.22, 627.22, 627.22
06/06/23, 606.86, 611.05, 611.05, 611.05
06/05/23, 610.41, 606.86, 606.86, 606.86
06/02/23, 592.86, 610.41, 610.41, 610.41
06/01/23, 585.66, 592.86, 592.86, 592.86
05/31/23, 596.86, 585.66, 585.66, 585.66
05/30/23, 602.51, 596.86, 596.86, 596.86
05/26/23, 604.77, 602.51, 602.51, 602.51
05/25/23, 616.43, 604.77, 604.77, 604.77
05/24/23, 613.23, 616.43, 616.43, 616.43
05/23/23, 606.94, 613.23, 613.23, 613.23
05/22/23, 609.30, 606.94, 606.94, 606.94
05/19/23, 604.88, 609.30, 609.30, 609.30
05/18/23, 601.93, 604.88, 604.88, 604.88
05/17/23, 589.71, 601.93, 601.93, 601.93
05/16/23, 605.06, 589.71, 589.71, 589.71
05/15/23, 603.84, 605.06, 605.06, 605.06
05/12/23, 603.17, 603.84, 603.84, 603.84
05/11/23, 610.73, 603.13, 603.13, 603.13
05/10/23, 617.83, 610.73, 610.73, 610.73
05/09/23, 617.61, 617.83, 617.83, 617.83
05/08/23, 617.15, 617.61, 617.61, 617.61
05/05/23, 600.65, 617.15, 617.15, 617.15
05/04/23, 607.37, 600.65, 600.65, 600.65
05/03/23, 619.28, 607.37, 607.37, 607.37
05/02/23, 646.97, 619.28, 619.28, 619.28
05/01/23, 655.20, 646.97, 646.97, 646.97
04/28/23, 645.68, 655.20, 655.20, 655.20
04/27/23, 642.83, 645.68, 645.68, 645.68
04/26/23, 651.16, 642.83, 642.83, 642.83
04/25/23, 663.35, 651.16, 651.16, 651.16
04/24/23, 653.30, 663.35, 663.35, 663.35
04/21/23, 657.19, 653.30, 653.30, 653.30
04/20/23, 663.08, 657.19, 657.19, 657.19
04/19/23, 664.75, 663.08, 663.08, 663.08
04/18/23, 661.80, 664.75, 664.75, 664.75
04/17/23, 670.32, 661.80, 661.80, 661.80
04/14/23, 669.04, 670.32, 670.32, 670.32
04/13/23, 664.99, 669.04, 669.04, 669.04
04/12/23, 664.24, 664.99, 664.99, 664.99
04/11/23, 658.37, 664.24, 664.24, 664.24
04/10/23, 654.14, 658.37, 658.37, 658.37
04/06/23, 663.91, 654.14, 654.14, 654.14
04/05/23, 654.61, 663.91, 663.91, 663.91
04/04/23, 666.07, 654.61, 654.61, 654.61
04/03/23, 634.90, 666.07, 666.07, 666.07
03/31/23, 630.90, 634.90, 634.90, 634.90
03/30/23, 628.71, 630.90, 630.90, 630.90
03/29/23, 619.44, 628.71, 628.71, 628.71
03/28/23, 610.60, 619.44, 619.44, 619.44
03/27/23, 598.03, 610.60, 610.60, 610.60
03/24/23, 596.32, 598.03, 598.03, 598.03
03/23/23, 604.56, 596.32, 596.32, 596.32
03/22/23, 617.60, 604.56, 604.56, 604.56
03/21/23, 596.98, 617.60, 617.60, 617.60
03/20/23, 584.64, 596.98, 596.98, 596.98
03/17/23, 593.72, 584.64, 584.64, 584.64
03/16/23, 588.20, 593.72, 593.72, 593.72
03/15/23, 621.92, 588.20, 588.20, 588.20
03/14/23, 616.47, 621.92, 621.92, 621.92
03/13/23, 628.78, 616.47, 616.47, 616.47
03/10/23, 637.81, 628.78, 628.78, 628.78
03/09/23, 646.63, 637.81, 637.81, 637.81
03/08/23, 653.32, 646.63, 646.63, 646.63
03/07/23, 664.95, 653.32, 653.32, 653.32
03/06/23, 664.30, 664.95, 664.95, 664.95
03/03/23, 655.85, 664.30, 664.30, 664.30
03/02/23, 650.37, 655.85, 655.85, 655.85
03/01/23, 638.01, 650.37, 650.37, 650.37
02/28/23, 647.35, 638.01, 638.01, 638.01
02/27/23, 645.32, 647.35, 647.35, 647.35
02/24/23, 645.39, 645.32, 645.32, 645.32
02/23/23, 637.29, 645.39, 645.39, 645.39
02/22/23, 642.23, 637.29, 637.29, 637.29
02/21/23, 644.20, 642.23, 642.23, 642.23
02/17/23, 668.58, 644.20, 644.20, 644.20
02/16/23, 675.54, 668.58, 668.58, 668.58
02/15/23, 687.78, 675.54, 675.54, 675.54
02/14/23, 687.91, 687.78, 687.78, 687.78
02/13/23, 692.10, 687.90, 687.90, 687.91
02/10/23, 665.97, 692.10, 692.10, 692.10
02/09/23, 670.76, 665.97, 665.97, 665.97
02/08/23, 676.54, 670.76, 670.76, 670.76
02/07/23, 656.34, 676.54, 676.54, 676.54
02/06/23, 658.95, 656.34, 656.34, 656.34
02/03/23, 660.47, 658.95, 658.95, 658.95
02/02/23, 677.53, 660.47, 660.47, 660.47
02/01/23, 690.59, 677.53, 677.53, 677.53
01/31/23, 684.53, 690.59, 690.59, 690.59
01/30/23, 700.58, 684.53, 684.53, 684.53
01/27/23, 714.77, 700.58, 700.58, 700.58
01/26/23, 691.78, 714.77, 714.77, 714.77
01/25/23, 692.41, 691.78, 691.78, 691.78
01/24/23, 693.91, 692.41, 692.41, 692.41
01/23/23, 695.32, 693.91, 693.91, 693.91
01/20/23, 686.38, 695.32, 695.32, 695.32
01/19/23, 678.87, 686.38, 686.38, 686.38
01/18/23, 691.07, 678.87, 678.87, 678.87
01/17/23, 690.21, 691.07, 691.07, 691.07
01/13/23, 689.26, 690.21, 690.21, 690.21
01/12/23, 676.61, 689.26, 689.26, 689.26
01/11/23, 674.21, 676.61, 676.61, 676.61
01/10/23, 669.19, 674.21, 674.21, 674.21
01/09/23, 672.35, 669.19, 669.19, 669.19
01/06/23, 661.25, 672.35, 672.35, 672.35
01/05/23, 648.34, 661.25, 661.25, 661.25
01/04/23, 647.97, 648.34, 648.34, 648.34
01/03/23, 672.34, 647.97, 647.97, 647.97
12/30/22, 667.27, 672.34, 672.34, 672.34
12/29/22, 660.95, 667.27, 667.27, 667.27
12/28/22, 675.96, 660.95, 660.95, 660.95
12/27/22, 668.33, 675.96, 675.96, 675.96
12/23/22, 647.84, 668.33, 668.33, 668.33
12/22/22, 663.17, 647.84, 647.84, 647.84
12/21/22, 650.86, 663.17, 663.17, 663.17
12/20/22, 641.14, 650.86, 650.86, 650.86
12/19/22, 640.28, 641.14, 641.14, 641.14
12/16/22, 648.88, 640.28, 640.28, 640.28
12/15/22, 652.33, 648.88, 648.88, 648.88
12/14/22, 656.54, 652.33, 652.33, 652.33
12/13/22, 645.12, 656.54, 656.54, 656.54
12/12/22, 629.47, 645.12, 645.12, 645.12
12/09/22, 644.46, 629.47, 629.47, 629.47
12/08/22, 647.47, 644.46, 644.46, 644.46
12/07/22, 649.35, 647.47, 647.47, 647.47
12/06/22, 667.01, 649.35, 649.35, 649.35
12/05/22, 687.20, 667.01, 667.01, 667.01
12/02/22, 691.37, 687.20, 687.20, 687.20
12/01/22, 694.30, 691.37, 691.37, 691.37
11/30/22, 690.53, 694.29, 694.29, 694.30
11/29/22, 681.81, 690.53, 690.53, 690.53
11/28/22, 701.00, 681.81, 681.81, 681.81
11/25/22, 703.13, 701.00, 701.00, 701.00
11/23/22, 711.39, 703.13, 703.13, 703.13
11/22/22, 689.46, 711.39, 711.39, 711.39
11/21/22, 699.19, 689.46, 689.46, 689.46
11/18/22, 705.52, 699.19, 699.19, 699.19
11/17/22, 704.68, 705.52, 705.52, 705.52
11/16/22, 720.16, 704.68, 704.68, 704.68
11/15/22, 712.28, 720.16, 720.16, 720.16
11/14/22, 716.02, 712.28, 712.28, 712.28
11/11/22, 694.74, 716.02, 716.02, 716.02
11/10/22, 679.63, 694.74, 694.74, 694.74
11/09/22, 714.51, 679.63, 679.63, 679.63
11/08/22, 714.13, 714.51, 714.51, 714.51
11/07/22, 701.99, 714.13, 714.13, 714.13
11/04/22, 694.92, 701.99, 701.99, 701.99
11/03/22, 681.01, 694.92, 694.92, 694.92
11/02/22, 696.69, 681.01, 681.01, 681.01
11/01/22, 689.83, 696.69, 696.69, 696.69
10/31/22, 685.71, 689.83, 689.83, 689.83
10/28/22, 681.19, 685.71, 685.71, 685.71
10/27/22, 679.34, 681.19, 681.19, 681.19
10/26/22, 670.22, 679.34, 679.34, 679.34
10/25/22, 670.52, 670.22, 670.22, 670.22
10/24/22, 667.35, 670.52, 670.52, 670.52
10/21/22, 649.41, 667.35, 667.35, 667.35
10/20/22, 648.23, 649.41, 649.41, 649.41
10/19/22, 629.74, 648.23, 648.23, 648.23
10/18/22, 625.03, 629.74, 629.74, 629.74
10/17/22, 617.48, 625.03, 625.03, 625.03
10/14/22, 641.24, 617.48, 617.48, 617.48
10/13/22, 616.12, 641.24, 641.24, 641.24
10/12/22, 611.54, 616.12, 616.12, 616.12
10/11/22, 616.18, 611.54, 611.54, 611.54
10/10/22, 629.14, 616.18, 616.18, 616.18
10/07/22, 633.72, 629.14, 629.14, 629.14
10/06/22, 622.39, 633.72, 633.72, 633.72
10/05/22, 609.84, 622.39, 622.39, 622.39
10/04/22, 584.45, 609.84, 609.84, 609.84
